Filename;UnifiedQualityScore;BackgroundUniformity;IlluminationUniformity;LuminanceMean;LuminanceVariance;UnderExposurePrevention;OverExposurePrevention;DynamicRange;Sharpness;CompressionArtifacts;NaturalColour;SingleFacePresent;EyesOpen;MouthClosed;EyesVisible;MouthOcclusionPrevention;FaceOcclusionPrevention;InterEyeDistance;HeadSize;LeftwardCropOfTheFaceImage;RightwardCropOfTheFaceImage;DownwardCropOfTheFaceImage;UpwardCropOfTheFaceImage;HeadPoseYaw;HeadPosePitch;HeadPoseRoll;ExpressionNeutrality;NoHeadCoverings;UnifiedQualityScore.scalar;BackgroundUniformity.scalar;IlluminationUniformity.scalar;LuminanceMean.scalar;LuminanceVariance.scalar;UnderExposurePrevention.scalar;OverExposurePrevention.scalar;DynamicRange.scalar;Sharpness.scalar;CompressionArtifacts.scalar;NaturalColour.scalar;SingleFacePresent.scalar;EyesOpen.scalar;MouthClosed.scalar;EyesVisible.scalar;MouthOcclusionPrevention.scalar;FaceOcclusionPrevention.scalar;InterEyeDistance.scalar;HeadSize.scalar;LeftwardCropOfTheFaceImage.scalar;RightwardCropOfTheFaceImage.scalar;DownwardCropOfTheFaceImage.scalar;UpwardCropOfTheFaceImage.scalar;HeadPoseYaw.scalar;HeadPosePitch.scalar;HeadPoseRoll.scalar;ExpressionNeutrality.scalar;NoHeadCoverings.scalar;Unnamed: 57
Indian_320_2.png;21.301619;65.43225;0.379247;0.303028;0.011033;0.047482;0.0;6.637645;-6;0.906769;0.0;0.0;0.140278;0.080321;0.011453;0.0;0.225209;108.838537;0.469518;2.145971;2.102618;1.029424;1.100419;32.034152;-4.676248;1.698265;-10555.09082;0.049196;34;69;75;89;95;100.0;100.0;83;69;100;100;100;100;88;99;100;77;87;81;100;100;2;0;72;99;100;25;0;
Indian_323_1.png;23.279583;68.158765;0.425606;0.098847;0.00862;0.653028;0.0;5.98363;-39;0.915714;0.0;0.0;0.073248;0.006733;0.0;0.0;0.000168;97.299176;0.495045;2.010308;2.114469;1.003276;1.016743;-9.354645;-4.848683;0.388813;-13394.283203;0.24648;53;68;77;12;88;99.0;100.0;75;11;100;100;100;100;96;100;100;100;80;58;100;100;2;0;97;99;100;16;0;
Indian_323_2.png;22.298674;79.496383;0.34668;0.116533;0.012193;0.595973;0.0;6.28664;-34;0.91593;0.0;0.0;0.076689;0.170493;0.0;0.0;0.016783;94.380349;0.521691;2.083013;2.136699;0.945643;0.971201;-9.320546;-0.771858;-1.591422;-14111.12793;0.253176;43;63;73;16;97;100.0;100.0;79;18;100;100;100;100;62;100;100;98;77;39;100;100;1;0;97;100;100;14;0;
Indian_323_3.png;24.738966;92.034108;0.121914;0.128424;0.018478;0.60785;0.0;6.282126;15;0.912319;0.0;0.0;0.098769;0.006846;0.02234;0.0;0.038486;97.166115;0.486898;2.040803;2.05111;1.013217;1.040602;-3.135916;-3.604186;0.656018;-3339.167236;0.289337;66;58;53;19;100;100.0;100.0;79;91;100;100;100;100;96;98;100;96;80;65;100;100;2;0;100;100;100;58;0;
Indian_327_0.png;23.676088;18.242943;0.399654;0.263564;0.031085;0.171716;0.0;7.296912;-40;0.906301;0.0;0.0;0.113605;0.130751;0.0;0.788482;0.213604;99.732074;0.495;2.104053;2.020724;0.949495;1.070707;15.71281;-11.668434;-4.44663;-7387.529297;0.0;56;91;76;78;89;100.0;100.0;91;10;100;100;100;100;76;100;21;79;82;58;100;100;1;0;93;96;99;38;100;
Indian_327_1.png;22.108187;55.834915;0.024235;0.084569;0.003819;0.531216;0.0;5.621326;36;0.915705;0.0;0.0;0.079057;0.105572;0.015499;0.000439;0.193265;95.550389;0.53676;2.276316;2.671053;0.888045;0.974986;-37.307718;-4.804919;1.575448;-7084.415527;0.0;42;74;33;9;55;100.0;100.0;70;98;100;100;100;100;83;98;100;81;78;30;100;100;1;0;63;99;100;40;100;
Indian_32_0.png;21.004374;175.26512;0.137812;0.346449;0.068208;0.163483;0.02715;7.682096;26;0.934644;0.0;0.0;0.118094;0.006493;0.0;0.0;0.010424;105.363553;0.513358;1.912898;1.941449;0.948007;0.999953;-4.232795;-11.285724;-1.097214;6933.240234;0.022564;32;31;55;95;58;100.0;27.0;96;96;100;100;100;100;96;100;100;99;85;44;100;100;1;0;99;96;100;92;0;
Indian_32_1.png;20.89591;149.688064;0.247922;0.331038;0.027846;0.032282;0.001574;7.289923;-7;0.940954;0.0;0.0;0.120692;0.0;0.0;0.0;0.005667;108.635771;0.518333;1.877619;1.896117;0.938907;0.990354;-5.608731;-14.347741;0.542699;11434.644531;0.03139;31;38;66;93;92;100.0;86.0;91;67;100;100;100;100;97;100;100;99;87;41;100;100;1;0;99;94;100;96;0;
Indian_336_0.png;23.074625;306.765108;0.143519;0.263834;0.026809;0.177641;0.0;7.28403;45;0.975971;0.0;0.0;0.106685;0.057225;0.0;0.0;0.011835;99.82405;0.537039;2.020408;2.040816;0.868962;0.993099;-10.969883;-17.367764;2.055706;-3213.175537;0.0;51;9;56;78;93;100.0;100.0;91;100;100;100;100;100;92;100;100;99;82;30;100;100;0;0;96;91;100;59;100;
Indian_33_0.png;21.613216;107.450875;0.281856;0.208545;0.016947;0.199367;0.0;6.883119;37;0.924595;0.0;0.0;0.110135;0.006664;0.00043;0.0;0.051225;106.187213;0.500178;1.877358;1.95283;0.952995;1.046295;3.402776;-15.967818;-2.02552;-3542.47876;0.0;37;52;68;54;100;100.0;100.0;86;98;100;100;100;100;96;100;100;95;86;54;100;100;1;0;100;92;100;57;100;
