Filename;UnifiedQualityScore;BackgroundUniformity;IlluminationUniformity;LuminanceMean;LuminanceVariance;UnderExposurePrevention;OverExposurePrevention;DynamicRange;Sharpness;CompressionArtifacts;NaturalColour;SingleFacePresent;EyesOpen;MouthClosed;EyesVisible;MouthOcclusionPrevention;FaceOcclusionPrevention;InterEyeDistance;HeadSize;LeftwardCropOfTheFaceImage;RightwardCropOfTheFaceImage;DownwardCropOfTheFaceImage;UpwardCropOfTheFaceImage;HeadPoseYaw;HeadPosePitch;HeadPoseRoll;ExpressionNeutrality;NoHeadCoverings;UnifiedQualityScore.scalar;BackgroundUniformity.scalar;IlluminationUniformity.scalar;LuminanceMean.scalar;LuminanceVariance.scalar;UnderExposurePrevention.scalar;OverExposurePrevention.scalar;DynamicRange.scalar;Sharpness.scalar;CompressionArtifacts.scalar;NaturalColour.scalar;SingleFacePresent.scalar;EyesOpen.scalar;MouthClosed.scalar;EyesVisible.scalar;MouthOcclusionPrevention.scalar;FaceOcclusionPrevention.scalar;InterEyeDistance.scalar;HeadSize.scalar;LeftwardCropOfTheFaceImage.scalar;RightwardCropOfTheFaceImage.scalar;DownwardCropOfTheFaceImage.scalar;UpwardCropOfTheFaceImage.scalar;HeadPoseYaw.scalar;HeadPosePitch.scalar;HeadPoseRoll.scalar;ExpressionNeutrality.scalar;NoHeadCoverings.scalar;
../../../data/tests/images/YLFW_bench/data_p2/African_0_0.png;21.019621;121.710671;0.344777;0.084314;0.005990;0.714471;0;5.715163;50;0.890064;0;0;0.128191;0.176184;0;0;0.008792;75.063309;0.283450;2.744472;2.797763;1.510502;2.017451;-0.539971;-17.140826;-4.936067;-15125.722656;0;32;47;73;9;74;98;100;71;100;100;100;100;100;60;100;100;99;56;7;100;100;75;90;100;91;99;12;100
../../../data/tests/images/YLFW_bench/data_p2/African_0_1.png;21.688625;40.835271;0.613426;0.106586;0.009713;0.622132;0;6.113129;50;0.895904;0;0.563322;0.075097;0.219882;0;0;0.002385;92.113837;0.310622;2.775106;2.842517;1.362936;1.856413;-14.926565;-2.323242;-1.798384;-16205.828125;0;38;80;86;13;92;100;100;76;100;100;100;44;100;42;100;100;100;75;12;100;100;41;64;93;100;100;10;100
../../../data/tests/images/YLFW_bench/data_p2/African_1_11.png;24.726257;78.455496;0.744599;0.279046;0.024175;0.116073;0;7.244222;39;0.938298;0;0;0.089156;0.136109;0;0;0.000829;95.610421;0.322950;2.835715;3.044993;1.320448;1.776003;1.732189;-6.004903;-13.063283;-13140.707031;0;66;64;92;83;96;100;100;91;99;100;100;100;100;74;100;100;100;78;15;100;100;31;44;100;99;95;16;100
../../../data/tests/images/YLFW_bench/data_p2/African_1_4.png;19.811981;139.455601;0.262966;0.274350;0.008644;0.031448;0;6.590750;47;0.843984;0;0;0.142317;0.151335;0;0;0.002533;24.287301;0.309430;2.860782;2.187656;1.377008;1.854745;-11.849708;10.862189;-16.104143;-14510.198242;0;23;41;67;82;88;100;100;82;100;100;100;100;100;69;100;100;100;9;11;100;100;44;63;96;96;92;13;100
../../../data/tests/images/YLFW_bench/data_p2/Asian_14_12.png;18.869843;13.036752;0.715319;0.440447;0.013688;0.019441;0;6.787809;-36;0.974401;0;0;0.089864;0.008333;0;0;0.000863;84.064853;0.335222;2.950951;2.878682;1.383225;1.599875;9.025159;-6.700654;-1.566117;-1362.666138;0;17;94;90;99;99;100;100;85;15;100;100;100;100;96;100;100;100;67;18;100;100;46;12;98;99;100;67;100
../../../data/tests/images/YLFW_bench/data_p2/Asian_14_19.png;22.441635;110.213519;0.345238;0.423572;0.018224;0.008176;0;7.042522;3;0.959035;0;0;0.013372;0.007559;0;0;0.000957;113.630071;0.254913;2.424154;2.097996;1.647772;2.275135;3.300320;-24.330681;3.900902;-1852.680176;0.006122;45;51;73;99;100;100;100;88;81;100;100;100;34;96;100;100;100;90;4;100;100;92;99;100;83;100;65;100
../../../data/tests/images/YLFW_bench/data_p2/Asian_14_33.png;20.550735;57.873045;0.746142;0.430361;0.014362;0.026981;0;6.789032;15;0.936804;0;0;0.080953;0.097487;0;0;0.028635;65.871362;0.322771;2.892744;2.986563;1.296680;1.801495;13.861238;-6.815741;-10.513167;-14630.143555;0;28;73;92;99;99;100;100;85;91;100;100;100;100;85;100;100;97;45;15;100;100;26;50;94;99;97;13;100
../../../data/tests/images/YLFW_bench/data_p2/Asian_14_6.png;19.167322;30.314154;0.403549;0.424094;0.013860;0.028633;0.000343;6.758334;-19;0.948312;0;0;0.124649;0.061960;0;0;0.000082;85.889688;0.304550;3.059631;2.319397;1.367513;1.916021;-19.314593;-0.542833;-0.920094;2234.635254;0;19;85;76;99;99;100;97;84;45;100;100;100;100;91;100;100;100;69;10;100;100;42;76;89;100;100;81;100
../../../data/tests/images/YLFW_bench/data_p2/Asian_14_84.png;18.634342;62.142183;0.546296;0.318225;0.010328;0.022766;0;6.565380;-3;0.936394;0;0;0.100389;0.017825;0;0;0.009024;87.894710;0.289710;3.218720;2.320472;1.410986;2.040748;-24.222945;-21.467219;13.934093;1865.002563;0;16;71;83;91;93;100;100;82;73;100;100;100;100;95;100;100;99;71;8;100;100;53;92;83;87;94;80;100
../../../data/tests/images/YLFW_bench/data_p2/Asian_386_2.png;19.357643;121.732955;0.436981;0.223022;0.010331;0.113530;0;6.680847;49;0.925349;0;0;0.054410;0.216475;0.002413;0;0.104539;47.232153;0.337043;2.883194;2.798394;1.248547;1.718431;-2.941886;5.046484;5.018016;-13751.699219;0;20;47;78;61;93;100;100;84;100;100;100;100;97;43;100;100;90;24;19;100;100;18;31;100;99;99;15;100
