Iteration,FNIR_c,FNIR_a,FPIR_c,FPIR_a,FPD,FND,GARBE,Threshold
1,0.045353090638279206,0.006366133462594927,0.03862959028119514,0.04123659304421086,1.0674871968087458,7.12411872883804,0.14338128072915077,0.27
2,0.03888706942352059,0.0054424988168480844,0.03793449000487877,0.04170305953827385,1.0993441464960003,7.145076319721864,0.14441751047271478,0.27
3,0.044220759667914146,0.006033771758475496,0.03796144378073215,0.041529869871458236,1.0940013269843885,7.328875110078437,0.14528158569223812,0.27
4,0.038796344309048506,0.007421608162006126,0.03900095841281386,0.04250083830560541,1.0897383047528368,5.227484860010991,0.1299669710057278,0.27
5,0.042944517256443854,0.004633440024386527,0.03759390306994587,0.04123224894942762,1.0967802111851912,9.268387422984151,0.15386493341067684,0.27
6,0.042228519314702624,0.007426121574031543,0.03646393976135825,0.04089883197665986,1.1216240549760823,5.686483703240914,0.134999580818275,0.27
7,0.036824385345095426,0.006073185731857319,0.03896217357586034,0.042314378488455116,1.0860374204991903,6.063438031520608,0.13698748301435124,0.27
8,0.04191173267111055,0.003482817075050085,0.03771497156435027,0.04229134788920276,1.121341104975323,12.033859877201266,0.1623037954442518,0.27
9,0.03446152840792399,0.0040927846548455445,0.03656303644088954,0.0415872987241002,1.137413704416914,8.420068805404677,0.15170948037500437,0.27
10,0.039204402039477004,0.005581251927227875,0.0367694180237013,0.04164444291596452,1.1325836837555665,7.0243025299029895,0.14465261939824525,0.27
